C_per,Si_per,Mn_per,P_per,S_per,Cu_per,Mg_per,Hardness_BHN,Nodularity_per,Pearlite_per,Ferrite_per,Nodule_Count,Sand_AFS_Fresh,Sand_AFS_Returned,Clay_Fresh,Clay_Returned,FRS,KOS,PH_Fresh_Sand,PH_Returned_Sand ,Sand_temp,RT_Hum,Hum_per,Stripping,Viscosity,Baume ,Remarks
3.409,2.404,0.258,0.016,0.008,0.063,0.042,160,88.3,9.78,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,1
3.273,2.477,0.347,0.01,0.008,0.62,0.044,233,81.48,83.08,16.92,270,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,18,38,51,1
3.409,2.404,0.258,0.016,0.008,0.063,0.042,160,88.3,9.78,90.22,277,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,18,39,52,1
3.164,2.844,0.57,0.002,0.002,0.723,0.045,201,77.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,0
3.76,2.8,0.54,0.09,0.04,0.89,0.07,189,87.28,61.58,38.42,145,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,0
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,0
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.65,2.5,0.37,0.02,0.015,0.64,0.052,228,87.28,61.58,38.42,165,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,17,38,51,1
3.364,2.444,0.374,0.014,0.008,0.323,0.045,201,82.9,64.62,35.39,230,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,17,38,55,1
3.87,2.19,0.45,0.051,0.032,0.72,0.029,243,81.21,69.73,30.28,149,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,0
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.469,2.45,0.308,0.012,0.008,0.257,0.041,204,81.21,69.73,30.28,295,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,17,37,50,1
3.198,2.197,0.096,0.053,0.003,0.204,0.062,182,78.54,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,0
3.11,2.15,0.41,0.051,0.034,0.71,0.056,186,86.7,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,0
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.509,2.533,0.23,0.015,0.008,0.052,0.049,159,84.7,9,91,279,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,17,38,51,1
3.385,2.551,0.39,0.015,0.008,0.294,0.049,186,83.94,51.95,48.05,239,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,17,39,52,1
3.12,2.14,0.14,0.004,0.003,0.1,0.028,241,78.98,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,0
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.37,2.531,0.4,0.011,0.008,0.281,0.05,189,82.26,55.97,44.03,227,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,16,39,52,1
3.103,2.79,0.13,0.056,0.032,0.69,0.056,242,86.3,38.98,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,0
3.309,2.61,0.377,0.008,0.008,0.358,0.046,204,86.3,65.74,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,1
3.309,2.61,0.377,0.008,0.008,0.358,0.046,204,86.3,65.74,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,1
3.309,2.61,0.377,0.008,0.008,0.358,0.046,204,86.3,65.74,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,1
3.309,2.61,0.377,0.008,0.008,0.358,0.046,204,86.3,65.74,34.26,334,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,16,38,51,1
3.13,2.82,0.46,0.056,0.036,0.72,0.057,158,84.07,72.29,73.2,298,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,16,38,51,0
3.373,2.557,0.3,0.013,0.008,0.306,0.038,209,82.74,75.09,24.91,195,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,16,38,55,0
3.376,2.7,0.298,0.013,0.008,0.382,0.047,209,84.07,72.29,27.7,298,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,16,38,51,1
3.373,2.557,0.3,0.013,0.008,0.306,0.038,209,82.74,75.09,24.91,195,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,16,38,55,1
3.376,2.7,0.298,0.013,0.008,0.382,0.047,209,84.07,72.29,27.7,298,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,16,38,51,1
3.373,2.557,0.3,0.013,0.008,0.306,0.038,209,82.74,75.09,24.91,195,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,16,38,55,1
3.376,2.7,0.298,0.013,0.008,0.382,0.047,209,84.07,72.29,27.7,298,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,16,38,51,1
3.373,2.557,0.3,0.013,0.008,0.306,0.038,209,82.74,75.09,24.91,195,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,16,38,55,1
3.376,2.7,0.298,0.013,0.008,0.382,0.047,209,84.07,72.29,27.7,298,40.57,38.28,0.38,0.3,0.34,1.62,7.26,9.18,33,29,36,16,38,51,1
3.373,2.557,0.3,0.013,0.008,0.306,0.038,209,82.74,75.09,24.91,195,40.37,37.75,0.36,0.28,0.3,1.5,7.25,9.2,31,30,40,16,38,55,1
3.19,2.801,0.43,0.004,0.032,0.13,0.056,202,79.21,67.15,71.1,263,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,16,37,50,0
3.413,2.453,0.328,0.011,0.008,0.281,0.053,202,83.83,67.15,32.84,263,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,16,37,50,1
3.413,2.453,0.328,0.011,0.008,0.281,0.053,202,83.83,67.15,32.84,263,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,16,37,50,1
3.413,2.453,0.328,0.011,0.008,0.281,0.053,202,83.83,67.15,32.84,263,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,16,37,50,1
3.413,2.453,0.328,0.011,0.008,0.281,0.053,202,83.83,67.15,32.84,263,37.2,38.42,0.36,0.32,0.3,1.52,7.35,9.45,39,31,53,16,37,50,1
3.78,2.79,0.59,0.006,0.04,0.45,0.02,230,79.87,77.57,22.43,299,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,15,38,51,0
3.76,2.8,0.64,0.09,0.05,0.92,0.07,189,79.65,77.43,22.57,237,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,15,39,52,0
3.38,2.506,0.356,0.014,0.008,0.575,0.049,230,84.71,77.57,22.43,299,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,15,38,51,1
3.408,2.595,0.414,0.011,0.009,0.565,0.038,231,80.62,77.43,22.57,237,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,15,39,52,1
3.38,2.506,0.356,0.014,0.008,0.575,0.049,230,84.71,77.57,22.43,299,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,15,38,51,1
3.408,2.595,0.414,0.011,0.009,0.565,0.038,231,80.62,77.43,22.57,237,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,15,39,52,1
3.38,2.506,0.356,0.014,0.008,0.575,0.049,230,84.71,77.57,22.43,299,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,15,38,51,1
3.408,2.595,0.414,0.011,0.009,0.565,0.038,231,80.62,77.43,22.57,237,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,15,39,52,1
3.38,2.506,0.356,0.014,0.008,0.575,0.049,230,84.71,77.57,22.43,299,40.57,38.28,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,15,38,51,1
3.408,2.595,0.414,0.011,0.009,0.565,0.038,231,80.62,77.43,22.57,237,40.57,38.28,0.38,0.3,0.34,1.6,7.14,9.26,31,29,44,15,39,52,1
3.143,2.78,0.42,0.002,0.036,0.73,0.042,241,78.54,52.71,47.3,302,37.2,38.42,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,14,38,51,0
3.354,2.392,0.273,0.011,0.008,0.294,0.048,192,81.52,52.71,47.3,302,37.2,38.42,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,14,38,51,1
3.354,2.392,0.273,0.011,0.008,0.294,0.048,192,81.52,52.71,47.3,302,37.2,38.42,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,14,38,51,1
3.354,2.392,0.273,0.011,0.008,0.294,0.048,192,81.52,52.71,47.3,302,37.2,38.42,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,14,38,51,1
3.354,2.392,0.273,0.011,0.008,0.294,0.048,192,81.52,52.71,47.3,302,37.2,38.42,0.38,0.3,0.34,1.6,7.1,9.25,34,30,31,14,38,51,1
3.912,2.771,0.458,0.055,0.033,0.652,0.052,148,70.21,58.81,41.19,250,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,36,39,54,0
3.447,2.465,0.358,0.012,0.008,0.313,0.052,190,80.73,58.81,41.19,305,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,36,39,54,0
3.447,2.465,0.358,0.012,0.008,0.313,0.052,190,80.73,58.81,41.19,305,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,36,39,54,1
3.447,2.465,0.358,0.012,0.008,0.313,0.052,190,80.73,58.81,41.19,305,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,36,39,54,1
3.447,2.465,0.358,0.012,0.008,0.313,0.052,190,80.73,58.81,41.19,305,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,36,39,54,1
3.447,2.465,0.358,0.012,0.008,0.313,0.052,190,80.73,58.81,41.19,305,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,36,39,54,1
3.012,2.156,0.111,0.032,0.011,0.256,0.048,152,81.77,4.7,95.3,306,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,35,39,54,0
3.501,2.364,0.26,0.019,0.008,0.047,0.048,152,81.77,4.7,95.3,306,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,35,39,54,0
3.501,2.364,0.26,0.019,0.008,0.047,0.048,152,81.77,4.7,95.3,306,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,35,39,54,1
3.501,2.364,0.26,0.019,0.008,0.047,0.048,152,81.77,4.7,95.3,306,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,35,39,54,1
3.501,2.364,0.26,0.019,0.008,0.047,0.048,152,81.77,4.7,95.3,306,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,35,39,54,1
3.501,2.364,0.26,0.019,0.008,0.047,0.048,152,81.77,4.7,95.3,306,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,35,39,54,1
3.159,2.874,0.412,0.042,0.032,0.789,0.045,150,82.11,63.64,36.37,316,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,34,39,54,0
3.391,2.494,0.351,0.016,0.008,0.282,0.045,201,82.11,63.64,36.37,316,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,34,39,54,0
3.391,2.494,0.351,0.016,0.008,0.282,0.045,201,82.11,63.64,36.37,316,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,34,39,54,1
3.391,2.494,0.351,0.016,0.008,0.282,0.045,201,82.11,63.64,36.37,316,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,34,39,54,1
3.391,2.494,0.351,0.016,0.008,0.282,0.045,201,82.11,63.64,36.37,316,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,34,39,54,1
3.391,2.494,0.351,0.016,0.008,0.282,0.045,201,82.11,63.64,36.37,316,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,34,39,54,1
3.001,2.189,0.012,0.004,0.002,0.235,0.044,157,75.25,8.15,91.84,297,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,33,39,54,0
3.504,2.303,0.253,0.018,0.008,0.038,0.044,157,83.44,8.15,91.84,297,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,33,39,54,0
3.504,2.303,0.253,0.018,0.008,0.038,0.044,157,83.44,8.15,91.84,297,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,33,39,54,1
3.504,2.303,0.253,0.018,0.008,0.038,0.044,157,83.44,8.15,91.84,297,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,33,39,54,1
3.504,2.303,0.253,0.018,0.008,0.038,0.044,157,83.44,8.15,91.84,297,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,33,39,54,1
3.504,2.303,0.253,0.018,0.008,0.038,0.044,157,83.44,8.15,91.84,297,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,33,39,54,1
3.123,2.135,0.145,0.004,0.003,0.145,0.043,145,80.48,60.32,39.69,301,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,32,39,54,0
3.36,2.609,0.39,0.013,0.008,0.309,0.043,198,80.48,60.32,39.69,301,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,32,39,54,0
3.36,2.609,0.39,0.013,0.008,0.309,0.043,198,80.48,60.32,39.69,301,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,32,39,54,1
3.36,2.609,0.39,0.013,0.008,0.309,0.043,198,80.48,60.32,39.69,301,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,32,39,54,1
3.36,2.609,0.39,0.013,0.008,0.309,0.043,198,80.48,60.32,39.69,301,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,32,39,54,1
3.36,2.609,0.39,0.013,0.008,0.309,0.043,198,80.48,60.32,39.69,301,39.48,38.67,0.34,0.32,0.34,1.59,8.15,9.35,35,30,59,32,39,54,1
3.654,2.825,0.652,0.09,0.042,0.921,0.05,185,83.45,73.08,26.92,274,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,29,35,55,0
3.389,2.513,0.396,0.014,0.008,0.64,0.05,226,83.45,73.08,26.92,274,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,29,35,55,0
3.389,2.513,0.396,0.014,0.008,0.64,0.05,226,83.45,73.08,26.92,274,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,29,35,55,1
3.389,2.513,0.396,0.014,0.008,0.64,0.05,226,83.45,73.08,26.92,274,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,29,35,55,1
3.389,2.513,0.396,0.014,0.008,0.64,0.05,226,83.45,73.08,26.92,274,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,29,35,55,1
3.389,2.513,0.396,0.014,0.008,0.64,0.05,226,83.45,73.08,26.92,274,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,29,35,55,1
3.105,2.198,0.416,0.057,0.0412,0.325,0.051,162,81.14,12.11,87.89,302,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,28,35,55,0
3.583,2.391,0.273,0.014,0.01,0.081,0.051,162,81.14,12.11,87.89,302,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,28,35,55,0
3.583,2.391,0.273,0.014,0.01,0.081,0.051,162,81.14,12.11,87.89,302,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,28,35,55,1
3.583,2.391,0.273,0.014,0.01,0.081,0.051,162,81.14,12.11,87.89,302,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,28,35,55,1
3.583,2.391,0.273,0.014,0.01,0.081,0.051,162,81.14,12.11,87.89,302,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,28,35,55,1
3.583,2.391,0.273,0.014,0.01,0.081,0.051,162,81.14,12.11,87.89,302,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,28,35,55,1
3.142,2.744,0.587,0.087,0.032,0.879,0.04,271,83.98,77.35,22.66,349,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,27,35,55,0
3.515,2.658,0.442,0.01,0.009,0.614,0.04,228,83.98,77.35,22.66,349,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,27,35,55,0
3.515,2.658,0.442,0.01,0.009,0.614,0.04,228,83.98,77.35,22.66,349,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,27,35,55,1
3.515,2.658,0.442,0.01,0.009,0.614,0.04,228,83.98,77.35,22.66,349,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,27,35,55,1
3.515,2.658,0.442,0.01,0.009,0.614,0.04,228,83.98,77.35,22.66,349,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,27,35,55,1
3.515,2.658,0.442,0.01,0.009,0.614,0.04,228,83.98,77.35,22.66,349,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,27,35,55,1
3.809,2.861,0.415,0.056,0.032,0.712,0.052,157,74.23,65.45,34.54,150,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,26,35,55,0
3.444,2.397,0.4,0.011,0.008,0.313,0.05,204,83.27,65.45,34.54,391,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,26,35,55,0
3.444,2.397,0.4,0.011,0.008,0.313,0.05,204,83.27,65.45,34.54,391,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,26,35,55,1
3.444,2.397,0.4,0.011,0.008,0.313,0.05,204,83.27,65.45,34.54,391,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,26,35,55,1
3.444,2.397,0.4,0.011,0.008,0.313,0.05,204,83.27,65.45,34.54,391,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,26,35,55,1
3.444,2.397,0.4,0.011,0.008,0.313,0.05,204,83.27,65.45,34.54,391,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,26,35,55,1
3.885,2.815,0.412,0.052,0.035,0.125,0.036,149,76.21,71.37,28.64,155,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,25,35,55,0
3.335,2.519,0.333,0.009,0.01,0.326,0.036,207,82.69,71.37,28.64,277,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,25,35,55,0
3.335,2.519,0.333,0.009,0.01,0.326,0.036,207,82.69,71.37,28.64,277,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,25,35,55,1
3.335,2.519,0.333,0.009,0.01,0.326,0.036,207,82.69,71.37,28.64,277,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,25,35,55,1
3.335,2.519,0.333,0.009,0.01,0.326,0.036,207,82.69,71.37,28.64,277,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,25,35,55,1
3.335,2.519,0.333,0.009,0.01,0.326,0.036,207,82.69,71.37,28.64,277,39.48,38.67,0.34,0.32,0.32,1.64,7.55,9.3,36,31,46,25,35,55,1
3.712,2.198,0.308,0.004,0.032,0.004,0.024,128,81.58,13.13,86.87,279,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,24,35,55,0
3.512,2.424,0.241,0.012,0.009,0.065,0.045,168,81.58,13.13,86.87,279,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,24,35,55,1
3.512,2.424,0.241,0.012,0.009,0.065,0.045,168,81.58,13.13,86.87,279,37.2,38.42,0.36,0.32,0.34,1.56,7.25,9.4,34,35,38,24,35,55,1
